name,description,price,image,stock,category,group_key
YouTube Premium cấp sẵn dùng riêng 1 năm,YouTube không quảng cáo + nhạc Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,250000,/api/logos/youtube.jpg,15,Streaming,youtube
Spotify Add Fam 6 tháng,Nghe nhạc không giới hạn Thời hạn sử dụng 6 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,300000,/api/logos/spotify.jpg,10,Streaming,spotify
Spotify Add Fam 1 năm,Nghe nhạc không giới hạn Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,480000,/api/logos/spotify.jpg,10,Streaming,spotify
Apple Music chính chủ 1 năm,Nghe nhạc lossless chất lượng cao Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,350000,/api/logos/apple-music.jpg,10,Streaming,apple-music
Tidal chính chủ 6 tháng,Nhạc Hi-Fi và HiRes Audio Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 6 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,340000,/api/logos/tidal.jpg,8,Streaming,tidal
Tidal chính chủ 1 năm,Nhạc Hi-Fi và HiRes Audio Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,510000,/api/logos/tidal.jpg,8,Streaming,tidal
Galaxy Play VIP Slot dùng chung 6 tháng,Xem phim Việt và quốc tế Tài khoản dùng chung phù hợp nhu cầu cơ bản giá tiết kiệm. Thời hạn sử dụng 6 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,170000,/api/logos/galaxy-play.jpg,10,Streaming,galaxy-play
Galaxy Play VIP Slot dùng chung 1 năm,Xem phim Việt và quốc tế Tài khoản dùng chung phù hợp nhu cầu cơ bản giá tiết kiệm. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,250000,/api/logos/galaxy-play.jpg,10,Streaming,galaxy-play
TV360 Super Vip chính chủ 2 tháng,Truyền hình OTT của Viettel Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,75000,/api/logos/tv360.jpg,15,Streaming,tv360
VTVCab ON chính chủ 1 năm,Kênh truyền hình VTV và VTVCab Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,200000,/api/logos/vtvcab.jpg,10,Streaming,vtvcab
Youku VIP chính chủ 1 năm,Xem phim và nội dung Trung Quốc Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,160000,/api/logos/youku.jpg,10,Streaming,youku
FPT Play SMax chính chủ 1 tháng,Xem bóng đá và phim trực tuyến Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,80000,/api/logos/fpt-play.jpg,15,Streaming,fpt-play
FPT VVIP 1 thiết bị chính chủ 1 tháng,Xem bóng đá và phim trực tuyến Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,80000,/api/logos/fpt-play.jpg,15,Streaming,fpt-play
FPT VVIP 2 thiết bị chính chủ 1 tháng,Xem bóng đá và phim trực tuyến Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,105000,/api/logos/fpt-play.jpg,15,Streaming,fpt-play
FPT VVIP 1 thiết bị TV 1 năm,Xem bóng đá và phim trực tuyến Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,390000,/api/logos/fpt-play.jpg,10,Streaming,fpt-play
FPT VVIP 2 thiết bị TV 1 năm,Xem bóng đá và phim trực tuyến Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,550000,/api/logos/fpt-play.jpg,10,Streaming,fpt-play
iQIYI VIP Slot dùng chung 1 năm,Xem phim và series Trung Quốc Tài khoản dùng chung phù hợp nhu cầu cơ bản giá tiết kiệm. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,250000,/api/logos/iqiyi.jpg,10,Streaming,iqiyi
Vieon Vip Slot 1 tháng,Xem phim Việt - Hàn - HBO Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,49000,/api/logos/vieon.jpg,20,Streaming,vieon
Vieon Vip Slot 3 tháng,Xem phim Việt - Hàn - HBO Thời hạn sử dụng 3 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,100000,/api/logos/vieon.jpg,15,Streaming,vieon
Vieon Vip Slot 6 tháng,Xem phim Việt - Hàn - HBO Thời hạn sử dụng 6 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,150000,/api/logos/vieon.jpg,15,Streaming,vieon
Vieon Vip Slot 1 năm,Xem phim Việt - Hàn - HBO Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,230000,/api/logos/vieon.jpg,10,Streaming,vieon
Vieon Vip chính chủ 3 tháng,Xem phim Việt - Hàn - HBO Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 3 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,125000,/api/logos/vieon.jpg,10,Streaming,vieon
Vieon Vip chính chủ 6 tháng,Xem phim Việt - Hàn - HBO Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 6 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,200000,/api/logos/vieon.jpg,10,Streaming,vieon
Vieon Vip chính chủ 1 năm,Xem phim Việt - Hàn - HBO Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,300000,/api/logos/vieon.jpg,10,Streaming,vieon
Vieon HBO Slot 1 tháng,Xem phim Việt - Hàn - HBO Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,75000,/api/logos/vieon.jpg,15,Streaming,vieon
Vieon HBO Slot 3 tháng,Xem phim Việt - Hàn - HBO Thời hạn sử dụng 3 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,130000,/api/logos/vieon.jpg,10,Streaming,vieon
Vieon HBO Slot 6 tháng,Xem phim Việt - Hàn - HBO Thời hạn sử dụng 6 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,200000,/api/logos/vieon.jpg,10,Streaming,vieon
Vieon HBO chính chủ 6 tháng,Xem phim Việt - Hàn - HBO Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 6 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,260000,/api/logos/vieon.jpg,10,Streaming,vieon
Vieon HBO chính chủ 1 năm,Xem phim Việt - Hàn - HBO Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,390000,/api/logos/vieon.jpg,10,Streaming,vieon
Canva Edu Slot 1 năm,Thiết kế đồ họa trực tuyến Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,39000,/api/logos/canva.jpg,50,Thiết kế,canva
Canva Edu Slot 2 năm,Thiết kế đồ họa trực tuyến Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,59000,/api/logos/canva.jpg,30,Thiết kế,canva
Canva PRO Slot 1 năm,Thiết kế đồ họa trực tuyến Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,69000,/api/logos/canva.jpg,50,Thiết kế,canva
Adobe cấp sẵn dùng riêng 1 tháng,Bộ công cụ sáng tạo hàng đầu Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,55000,/api/logos/adobe.jpg,20,Thiết kế,adobe
Adobe cấp sẵn dùng riêng 3 tháng,Bộ công cụ sáng tạo hàng đầu Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Thời hạn sử dụng 3 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,175000,/api/logos/adobe.jpg,15,Thiết kế,adobe
Figma Edu cấp sẵn 1 năm,Thiết kế UI/UX cộng tác Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,300000,/api/logos/figma.jpg,10,Thiết kế,figma
Figma Pro chính chủ 1 tháng,Thiết kế UI/UX cộng tác Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,170000,/api/logos/figma.jpg,10,Thiết kế,figma
Lightroom Mobile chính chủ 1 năm,Chỉnh sửa ảnh chuyên nghiệp Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,270000,/api/logos/lightroom.jpg,10,Thiết kế,lightroom
Filmora cấp sẵn 1 năm,Chỉnh sửa video dễ dùng Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,300000,/api/logos/filmora.jpg,10,Thiết kế,filmora
Filmora cấp sẵn vĩnh viễn,Chỉnh sửa video dễ dùng Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,400000,/api/logos/filmora.jpg,10,Thiết kế,filmora
Davinci cho Macbook vĩnh viễn,Phần mềm dựng phim chuyên nghiệp Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,800000,/api/logos/davinci.jpg,5,Thiết kế,davinci
Meitu SVIP cấp sẵn 1 tháng,Chỉnh sửa ảnh và làm đẹp Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,90000,/api/logos/meitu.jpg,15,Thiết kế,meitu
Meitu SVIP cấp sẵn 1 năm,Chỉnh sửa ảnh và làm đẹp Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,450000,/api/logos/meitu.jpg,10,Thiết kế,meitu
Picsart Plus chính chủ 1 năm,Chỉnh sửa ảnh sáng tạo Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,270000,/api/logos/picsart.jpg,10,Thiết kế,picsart
Picsart Pro chính chủ 1 năm,Chỉnh sửa ảnh sáng tạo Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,320000,/api/logos/picsart.jpg,10,Thiết kế,picsart
Beautiful.ai Edu cấp sẵn 1 năm,Tạo slide thuyết trình AI Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,170000,/api/logos/beautifulai.jpg,10,Thiết kế,beautifulai
Veed Lite chính chủ 1 tháng,Chỉnh sửa video trực tuyến Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,260000,/api/logos/veed.jpg,10,Thiết kế,veed
SketchUP Edu cấp sẵn 1 năm,Thiết kế 3D kiến trúc Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,350000,/api/logos/sketchup.jpg,8,Thiết kế,sketchup
Corel 2024 chính chủ 1 năm,Thiết kế đồ họa vector Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,560000,/api/logos/corel.jpg,5,Thiết kế,corel
AutoCAD chính chủ 1 năm,Vẽ kỹ thuật CAD chuyên nghiệp Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,200000,/api/logos/autocad.jpg,10,Thiết kế,autocad
Autodesk Lẻ 1 app chính chủ 1 năm,Bộ công cụ kỹ thuật Autodesk Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,150000,/api/logos/autodesk.jpg,10,Thiết kế,autodesk
Autodesk Lẻ 2 app chính chủ 1 năm,Bộ công cụ kỹ thuật Autodesk Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,170000,/api/logos/autodesk.jpg,10,Thiết kế,autodesk
Autodesk Full APP chính chủ 1 năm,Bộ công cụ kỹ thuật Autodesk Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,300000,/api/logos/autodesk.jpg,10,Thiết kế,autodesk
Notion Edu cấp sẵn 1 năm,Không gian làm việc all-in-one Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,170000,/api/logos/notion.jpg,15,Năng suất,notion
Notion Business chính chủ 1 tháng,Không gian làm việc all-in-one Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,90000,/api/logos/notion.jpg,20,Năng suất,notion
Office 365 Slot chính chủ 1 năm,Bộ ứng dụng Microsoft Office Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,100000,/api/logos/office365.jpg,20,Năng suất,office365
Office 365 Personal chính chủ 1 năm,Bộ ứng dụng Microsoft Office Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,200000,/api/logos/office365.jpg,15,Năng suất,office365
Family Office 365 cấp sẵn 1 năm,Bộ ứng dụng Microsoft Office Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,330000,/api/logos/office365.jpg,10,Năng suất,office365
Office 365 kèm OneDrive 1TB 1 năm,Bộ ứng dụng Microsoft Office Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,80000,/api/logos/office365.jpg,20,Năng suất,office365
Copilot Pro kèm Office 365 chính chủ 1 tháng,AI assistant tích hợp Office Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,120000,/api/logos/copilot.jpg,15,Năng suất,copilot
Copilot Pro kèm Office 365 3 tháng,AI assistant tích hợp Office Thời hạn sử dụng 3 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,220000,/api/logos/copilot.jpg,10,Năng suất,copilot
Copilot Pro kèm Office 365 6 tháng,AI assistant tích hợp Office Thời hạn sử dụng 6 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,290000,/api/logos/copilot.jpg,10,Năng suất,copilot
Copilot Pro kèm Office 365 1 năm,AI assistant tích hợp Office Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,400000,/api/logos/copilot.jpg,10,Năng suất,copilot
Zoom Pro 100 người chính chủ 1 tháng,Họp trực tuyến chuyên nghiệp Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,60000,/api/logos/zoom.jpg,20,Năng suất,zoom
Zoom Pro 100 người chính chủ 3 tháng,Họp trực tuyến chuyên nghiệp Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 3 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,180000,/api/logos/zoom.jpg,15,Năng suất,zoom
Zoom Pro 100 người chính chủ 6 tháng,Họp trực tuyến chuyên nghiệp Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 6 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,350000,/api/logos/zoom.jpg,10,Năng suất,zoom
Zoom Pro 100 người chính chủ 1 năm,Họp trực tuyến chuyên nghiệp Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,600000,/api/logos/zoom.jpg,10,Năng suất,zoom
Zoom Pro 300 người chính chủ 1 tháng,Họp trực tuyến chuyên nghiệp Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,310000,/api/logos/zoom.jpg,10,Năng suất,zoom
Zoom Pro 300 người chính chủ 3 tháng,Họp trực tuyến chuyên nghiệp Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 3 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,750000,/api/logos/zoom.jpg,8,Năng suất,zoom
Gamma Plus chính chủ 1 tháng,Tạo slide và trang web bằng AI Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,110000,/api/logos/gamma.jpg,15,Năng suất,gamma
Gamma Pro chính chủ 1 tháng,Tạo slide và trang web bằng AI Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,150000,/api/logos/gamma.jpg,15,Năng suất,gamma
Gamma dùng chung 1 tháng,Tạo slide và trang web bằng AI Tài khoản dùng chung phù hợp nhu cầu cơ bản giá tiết kiệm. Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,69000,/api/logos/gamma.jpg,20,Năng suất,gamma
Turnitin Student cấp sẵn 1 tháng,Kiểm tra đạo văn học thuật Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,70000,/api/logos/turnitin.jpg,15,Năng suất,turnitin
Google Meet chính chủ 1 năm,Họp video miễn phí của Google Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,150000,/api/logos/google-meet.jpg,15,Năng suất,google-meet
Tradingview Premium cấp sẵn 1 tháng,Phân tích kỹ thuật chứng khoán Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,100000,/api/logos/tradingview.jpg,10,Năng suất,tradingview
Camscanner Premium chính chủ 1 năm,Scan tài liệu bằng điện thoại Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,300000,/api/logos/camscanner.jpg,10,Năng suất,camscanner
Jetbrains Edu chính chủ 1 năm,IDE chuyên nghiệp cho lập trình Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,270000,/api/logos/jetbrains.jpg,10,Năng suất,jetbrains
Linkedin Career chính chủ 3 tháng,Mạng xã hội nghề nghiệp Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 3 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,300000,/api/logos/linkedin.jpg,8,Năng suất,linkedin
Linkedin Career chính chủ 1 năm,Mạng xã hội nghề nghiệp Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,700000,/api/logos/linkedin.jpg,8,Năng suất,linkedin
Linkedin Business Premium chính chủ 1 năm,Mạng xã hội nghề nghiệp Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,1700000,/api/logos/linkedin.jpg,5,Năng suất,linkedin
Gemini Pro chính chủ 1 năm,AI của Google + Google One Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,400000,/api/logos/gemini.jpg,10,Năng suất,gemini
Gemini Pro 1 năm không bảo hành,AI của Google + Google One Thời hạn sử dụng 1 năm. Không kèm bảo hành.,200000,/api/logos/gemini.jpg,10,Năng suất,gemini
Gemini Add Fam 6 tháng,AI của Google + Google One Thời hạn sử dụng 6 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,100000,/api/logos/gemini.jpg,15,Năng suất,gemini
Gemini Add Fam 1 năm,AI của Google + Google One Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,150000,/api/logos/gemini.jpg,15,Năng suất,gemini
Gemini Pro kèm YouTube Premium Add Fam 1 năm,AI của Google + Google One Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,550000,/api/logos/gemini.jpg,10,Năng suất,gemini
Google One 400GB Slot 1 năm,Dung lượng Google Drive gia đình Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,100000,/api/logos/google-one.jpg,15,Lưu trữ,google-one
Google One 2TB Slot 1 năm,Dung lượng Google Drive gia đình Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,150000,/api/logos/google-one.jpg,15,Lưu trữ,google-one
Google One 5TB Slot 1 năm,Dung lượng Google Drive gia đình Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,450000,/api/logos/google-one.jpg,10,Lưu trữ,google-one
Google One Fam 2TB cấp sẵn 1 năm,Dung lượng Google Drive gia đình Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,400000,/api/logos/google-one.jpg,8,Lưu trữ,google-one
OneDrive 1TB chính chủ 1 năm,Lưu trữ đám mây Microsoft Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,120000,/api/logos/onedrive.jpg,15,Lưu trữ,onedrive
Dropbox 10TB chính chủ 1 năm,Lưu trữ và chia sẻ file Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,490000,/api/logos/dropbox.jpg,8,Lưu trữ,dropbox
iCloud 400GB chính chủ 6 tháng,Lưu trữ đám mây Apple Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 6 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,380000,/api/logos/icloud.jpg,8,Lưu trữ,icloud
iCloud 400GB chính chủ 1 năm,Lưu trữ đám mây Apple Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,500000,/api/logos/icloud.jpg,8,Lưu trữ,icloud
iCloud 800GB chính chủ 1 năm,Lưu trữ đám mây Apple Nâng cấp trực tiếp tài khoản của bạn giữ nguyên dữ liệu và lịch sử. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,900000,/api/logos/icloud.jpg,5,Lưu trữ,icloud
NordVPN 10 thiết bị cấp sẵn 1 tháng,VPN bảo mật hàng đầu thế giới Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Thời hạn sử dụng 1 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,100000,/api/logos/nordvpn.jpg,15,VPN,nordvpn
NordVPN 1 thiết bị cấp sẵn 6 tháng,VPN bảo mật hàng đầu thế giới Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Thời hạn sử dụng 6 tháng. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,140000,/api/logos/nordvpn.jpg,10,VPN,nordvpn
NordVPN 1 thiết bị cấp sẵn 1 năm,VPN bảo mật hàng đầu thế giới Tài khoản cấp sẵn dùng riêng không chia sẻ với ai. Thời hạn sử dụng 1 năm. Bảo hành đúng thời hạn hỗ trợ 24/7 qua Zalo.,150000,/api/logos/nordvpn.jpg,10,VPN,nordvpn
